Filename,Commons_URL,Latitude,Longitude,Date,Has_GPS,Description,Inferred_Location,Inferred_Latitude,Inferred_Longitude,Display_Name,Geocoding_Precision,Has_Inferred_GPS
Aṣa day 2026 at Arolus College of Education Ilemona 21.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_21.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 22.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_22.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 23.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_23.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 24.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_24.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 25.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3a/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_25.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 26.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_26.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 27.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_27.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 28.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_28.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 29.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_29.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 30.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_30.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 31.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_31.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 32.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_32.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 33.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_33.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 34.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0f/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_34.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 35.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_35.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 36.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_36.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 37.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6e/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_37.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 38.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_38.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 39.jpg,https://upload.wikimedia.org/wikipedia/commons/0/02/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_39.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 40.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_40.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 41.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_41.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 42.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_42.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 43.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_43.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 44.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_44.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 45.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_45.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 46.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_46.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 47.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_47.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Aṣa day 2026 at Arolus College of Education Ilemona 48.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/A%E1%B9%A3a_day_2026_at_Arolus_College_of_Education_Ilemona_48.jpg,,,2026-06-18,False,Aṣa day 2026 at Arolus College of Education Ilemona,Arolus College of Education Ilemona,8.159,4.727,Arolus College of Education Ilemona,partial_match,True
Babatunde Odidere at Ijakadi 2025.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Babatunde_Odidere_at_Ijakadi_2025.jpg,,,2026-03-10,False,"This is an image with the theme "" Rites and Rituals "" from:",This,,,,failed,False
"Basic Health Care Center, Balogun Ward, Offa LG 01.jpg",https://upload.wikimedia.org/wikipedia/commons/3/37/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_01.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 02.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f7/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_02.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 03.jpg",https://upload.wikimedia.org/wikipedia/commons/2/27/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_03.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 04.jpg",https://upload.wikimedia.org/wikipedia/commons/5/58/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_04.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 05.jpg",https://upload.wikimedia.org/wikipedia/commons/7/72/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_05.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 06.jpg",https://upload.wikimedia.org/wikipedia/commons/2/20/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_06.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 07.jpg",https://upload.wikimedia.org/wikipedia/commons/e/e8/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_07.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 08.jpg",https://upload.wikimedia.org/wikipedia/commons/9/98/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_08.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 09.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8e/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_09.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 10.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f8/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_10.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 11.jpg",https://upload.wikimedia.org/wikipedia/commons/5/57/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_11.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 12.jpg",https://upload.wikimedia.org/wikipedia/commons/5/58/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_12.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 13.jpg",https://upload.wikimedia.org/wikipedia/commons/3/3b/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_13.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Balogun Ward, Offa LG 14.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c1/Basic_Health_Care_Center%2C_Balogun_Ward%2C_Offa_LG_14.jpg,,,2026-06-11,False,"Basic Health Care Center, Balogun Ward, Offa LG","Basic Health Care Center, Balogun Ward",8.154,4.724,"Basic Health Care Center, Balogun Ward",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 01.jpg",https://upload.wikimedia.org/wikipedia/commons/4/41/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_01.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 02.jpg",https://upload.wikimedia.org/wikipedia/commons/6/61/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_02.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 03.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1a/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_03.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 04.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c0/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_04.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 05.jpg",https://upload.wikimedia.org/wikipedia/commons/9/94/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_05.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 06.jpg",https://upload.wikimedia.org/wikipedia/commons/b/bb/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_06.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 07.jpg",https://upload.wikimedia.org/wikipedia/commons/1/1f/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_07.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 08.jpg",https://upload.wikimedia.org/wikipedia/commons/3/30/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_08.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 09.jpg",https://upload.wikimedia.org/wikipedia/commons/2/2b/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_09.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 10.jpg",https://upload.wikimedia.org/wikipedia/commons/3/38/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_10.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 11.jpg",https://upload.wikimedia.org/wikipedia/commons/c/cc/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_11.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 12.jpg",https://upload.wikimedia.org/wikipedia/commons/5/51/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_12.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 13.jpg",https://upload.wikimedia.org/wikipedia/commons/e/ed/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_13.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 14.jpg",https://upload.wikimedia.org/wikipedia/commons/0/02/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_14.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic Health Care Center, Nawairu deen, Essa C, Offa 15.jpg",https://upload.wikimedia.org/wikipedia/commons/6/64/Basic_Health_Care_Center%2C_Nawairu_deen%2C_Essa_C%2C_Offa_15.jpg,,,2026-06-11,False,"Basic Health Care Center, Nawairu deen, Essa C, Offa","Basic Health Care Center, Nawairu deen",8.154,4.726,"Basic Health Care Center, Nawairu deen",partial_match,True
"Basic health center Igbo-oro offa, kwara state 01.jpg",https://upload.wikimedia.org/wikipedia/commons/7/76/Basic_health_center_Igbo-oro_offa%2C_kwara_state_01.jpg,,,2026-05-30,False,"Basic health center Igbo-oro offa, kwara state",Basic health center Igbo-oro offa,8.158,4.721,Basic health center Igbo-oro offa,partial_match,True
"Basic health center Igbo-oro offa, kwara state 02.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f7/Basic_health_center_Igbo-oro_offa%2C_kwara_state_02.jpg,,,2026-05-30,False,"Basic health center Igbo-oro offa, kwara state",Basic health center Igbo-oro offa,8.158,4.721,Basic health center Igbo-oro offa,partial_match,True
"Basic health center Igbo-oro offa, kwara state 03.jpg",https://upload.wikimedia.org/wikipedia/commons/1/11/Basic_health_center_Igbo-oro_offa%2C_kwara_state_03.jpg,,,2026-05-30,False,"Basic health center Igbo-oro offa, kwara state",Basic health center Igbo-oro offa,8.158,4.721,Basic health center Igbo-oro offa,partial_match,True
"Basic health center Igbo-oro offa, kwara state 04.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8b/Basic_health_center_Igbo-oro_offa%2C_kwara_state_04.jpg,,,2026-05-30,False,"Basic health center Igbo-oro offa, kwara state",Basic health center Igbo-oro offa,8.158,4.721,Basic health center Igbo-oro offa,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 01.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_01.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 02.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_02.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 03.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_03.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 04.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_04.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 05.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bc/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_05.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 06.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_06.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 07.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_07.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 08.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_08.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 09.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_09.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 10.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_10.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bin Salman Al-Adaby institute of Arabic bolorunduro 11.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/Bin_Salman_Al-Adaby_institute_of_Arabic_bolorunduro_11.jpg,,,2026-05-27,False,Bin Salman Al-Adaby institute of Arabic bolorunduro,Salman Al-Adaby institute of Arabic bolorunduro,8.161,4.722,Salman Al-Adaby institute of Arabic bolorunduro,partial_match,True
Bishop Smith LGEA School offa 01.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Bishop_Smith_LGEA_School_offa_01.jpg,,,2026-06-02,False,Bishop Smith LGEA School offa,Bishop Smith LGEA School offa,8.156,4.724,Bishop Smith LGEA School offa,partial_match,True
Bishop Smith LGEA School offa 02.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/Bishop_Smith_LGEA_School_offa_02.jpg,,,2026-06-02,False,Bishop Smith LGEA School offa,Bishop Smith LGEA School offa,8.156,4.724,Bishop Smith LGEA School offa,partial_match,True
